fid,cngmeters,X,Y
0,4700,-8.48678036688806,179.191481432422
0,4800,-8.48767448111242,179.191613613578
0,4900,-8.48856874828797,179.191718559068
0,5000,-8.48946270884643,179.191877979284
0,5100,-8.49034763044256,179.192037349444
0,5200,-8.49124148824082,179.192214930141
0,5300,-8.49211716617407,179.192410567538
0,5400,-8.49300183130411,179.192615336677
0,5500,-8.49388675164946,179.192774711993
0,5600,-8.49474389103212,179.193051962383
0,5700,-8.49561006853103,179.193329265814
0,5800,-8.49648569336573,179.193533989462
0,5900,-8.49737050996483,179.193711528531
0,6000,-8.49826467191971,179.193834645431
0,6100,-8.49911277031694,179.194111852214
0,6200,-8.49997915024985,179.194352846751
0,6300,-8.50085472198279,179.194566656653
0,6400,-8.50173024210231,179.194789547229
0,6500,-8.50261505656337,179.194967094534
0,6600,-8.5034263831466,179.195353054449
0,6700,-8.50413874506937,179.195656736578
0,6800,-8.50498663480219,179.195970271748
0,6900,-8.50583452389757,179.196283808711
0,7000,-8.50669155356108,179.196579240327
0,7100,-8.50752110764919,179.196938074533
0,7200,-8.50835990485501,179.197260644744
0,7300,-8.50927157497999,179.197483755971
0,7400,-8.51005562588155,179.197896814316
0,7500,-8.51094064116392,179.198038059454
0,7600,-8.51183500292869,179.19812488069
0,7700,-8.51271981231319,179.198302445876
0,7800,-8.51353107946369,179.198697507034
0,7900,-8.51442636527865,179.198620900921
0,8000,-8.51529546010703,179.198380708772
0,8100,-8.51614678604193,179.198085935526
0,8200,-8.51639827639598,179.196770793858
0,8300,-8.51736381782972,179.197057780121
0,8400,-8.51808095092623,179.196517080302
0,8500,-8.51883408426425,179.196003823775
0,8600,-8.51957817876852,179.195490513871
0,8700,-8.52033120905282,179.194995413058
0,8800,-8.52111120112956,179.19452770423
0,8900,-8.52188215444897,179.194059942214
0,9000,-8.5228353685303,179.193329897316
0,9100,-8.52370559274539,179.192889937427
0,9200,-8.52435878666007,179.192466898801
0,9300,-8.52534569263028,179.192172882378
0,9400,-8.52617031322512,179.191805299044
0,9500,-8.52695025338846,179.191346658515
0,9600,-8.52773918083457,179.190897147759
0,9700,-8.52852805692423,179.190456715318
0,9800,-8.52927214973129,179.189943384637
0,9900,-8.52994444553198,179.189338841024
0,10000,-8.53053580278455,179.188661192538
0,10100,-8.53112721059089,179.187974461936
0,10200,-8.53172760516105,179.187296860568
0,10300,-8.53232799906277,179.186619257018
0,10400,-8.53293743098479,179.185941702712
0,10500,-8.5335377723725,179.185273174816
0,10600,-8.53415624167664,179.184595667529
0,10700,-8.53475663292588,179.18391805523
0,10800,-8.53524917275432,179.183130863207
0,10900,-8.53569457504424,179.182688455889
0,11000,-8.53619579411756,179.181964872186
0,11100,-8.53662506030076,179.181177314805
0,11200,-8.53706336403636,179.180389806698
0,11300,-8.53744774068211,179.179547507732
0,11400,-8.53775051207681,179.178750145992
0,11500,-8.53797213766536,179.17791600049
0,11600,-8.5380856029036,179.177026757472
0,11700,-8.53827132520203,179.176147003444
0,11800,-8.53843013335865,179.175230773623
0,11900,-8.53867003357111,179.174360404297
0,12000,-8.53900011596132,179.173526866055
0,12100,-8.5393300950696,179.172711486487
0,12200,-8.53968744363296,179.171850857275
0,12300,-8.53999030359832,179.171035320706
1,0,-8.54934924594447,179.157476132614
1,100,-8.54921677780609,179.158537846983
1,200,-8.54884172756798,179.159334849565
1,300,-8.54829579966418,179.159976513863
1,400,-8.54774007197576,179.16075433308
1,500,-8.54716656983442,179.161477564988
1,600,-8.54664735053425,179.162192019833
1,700,-8.54621806200785,179.162988706433
1,800,-8.54577963195955,179.163803500875
1,900,-8.54519729035654,179.164490351098
2,0,-8.55432728489849,179.149812543951
2,100,-8.55477458128666,179.149025003333
2,200,-8.55518516604126,179.148337146343
2,300,-8.55566896888227,179.147486238898
2,400,-8.55607076482423,179.14675292358
2,500,-8.55650866502126,179.146028889808
2,600,-8.55691106351105,179.145186600974
2,700,-8.55735835305777,179.144399048039
2,800,-8.5577966528576,179.143602361558
2,900,-8.55824409105042,179.142787561789
2,1000,-8.55874535911156,179.142045710208
2,1100,-8.55917466675583,179.141239885898
2,1200,-8.55977450632581,179.140652961417
3,0,-8.56566611327392,179.12956122104
3,100,-8.56534544189017,179.130340436766
3,200,-8.56497922356641,179.131182966928
3,300,-8.56462214301664,179.132007383281
3,400,-8.56440908335398,179.132941576507
3,500,-8.56431362881464,179.133858261083
3,600,-8.56408313941633,179.134674296882
3,700,-8.56361793626777,179.13543453402
4,0,-8.58270300358526,179.113526741106
4,100,-8.58180509604154,179.11407576738
4,200,-8.58162782518962,179.115082873857
4,300,-8.58109053338205,179.115806447203
4,400,-8.58059873514869,179.116475779396
4,500,-8.57990013408581,179.116944163875
4,600,-8.57904851663429,179.117293635592
4,700,-8.57820673593185,179.117497852303
4,800,-8.57736455648886,179.117774720335
5,0,-8.6058477841302,179.099595293941
5,100,-8.60496194565277,179.099590411413
5,200,-8.60410495972976,179.099267801222
5,300,-8.60320129046574,179.099217409869
5,400,-8.60231644278375,179.099030886202
5,500,-8.60141277321904,179.098980496667
5,600,-8.60050880629642,179.0989846007
5,700,-8.5996050374892,179.098952376778
5,800,-8.59875401761208,179.099192914906
6,0,-8.60727750998792,179.099321615779
6,100,-8.6079482432865,179.098989257564
6,200,-8.60867435191778,179.09844830367
6,300,-8.60939156978412,179.097880050999
6,400,-8.6101266674202,179.097348225394
7,0,-8.61621155351458,179.09544712306
7,100,-8.61556023656123,179.095534363694
7,200,-8.61465572331817,179.095638375366
7,300,-8.61376928849874,179.095742486614
7,400,-8.61292691018683,179.09605574307
7,500,-8.63006712955466,179.099102252548
7,600,-8.63006712955466,179.099102252548
7,700,-8.6292506719245,179.099633643103
7,800,-8.62844544116529,179.099765438584
7,900,-8.62762148577823,179.100015210075
7,1000,-8.62677409193787,179.099592707053
7,1100,-8.6260357136912,179.09907089528
7,1200,-8.62525174099832,179.098621497962
7,1300,-8.62449508344978,179.098135921616
7,1400,-8.62368389190363,179.097704544294
7,1500,-8.62294570759762,179.097146410546
7,1600,-8.62207933621102,179.096887309096
7,1700,-8.62124052830815,179.096546615006
7,1800,-8.62038339339031,179.09625123626
7,1900,-8.61952610914982,179.095983107075
7,2000,-8.61865054774902,179.095751210252
7,2100,-8.61776569892822,179.095564677985
7,2200,-8.61710658168554,179.095424804562
8,0,-8.63312795381804,179.101399049779
8,100,-8.63267148688586,179.100569955395
8,200,-8.63190495036575,179.100238721622
8,300,-8.63182246664124,179.09879404396
8,400,-8.63253055375648,179.098243883846
8,500,-8.63321177154315,179.097648157371
8,600,-8.63385708064962,179.097006814404
8,700,-8.63426826477163,179.096200678251
8,800,-8.63465242937466,179.095376224426
8,900,-8.63502755341008,179.094551718722
8,1000,-8.63544772313722,179.09375470934
8,1100,-8.63591303797669,179.092967030135
8,1200,-8.63636926286182,179.092188381947
8,1300,-8.63683452580005,179.09140978145
8,1400,-8.63735273430941,179.090867637197
8,1500,-8.63789900145091,179.090153062333
8,1600,-8.63840930901897,179.089401953802
8,1700,-8.63885653913668,179.088614162312
8,1800,-8.63932179700518,179.087835551309
8,1900,-8.63978705373292,179.087056938152
8,2000,-8.64031538604357,179.086315003445
8,2100,-8.64084366793705,179.085582149678
8,2200,-8.64134497951048,179.084821895085
8,2300,-8.64180119268234,179.084043223535
8,2400,-8.64225745411239,179.083255466639
8,2500,-8.6426866460022,179.082458475452
8,2700,-8.64312694947141,179.091235549912
8,2800,-8.64132047999084,179.081015784792
8,2900,-8.6414885646627,179.080026606369
8,3000,-8.64103165541207,179.079270171652
9,0,-8.63335405409346,179.076494031135
9,100,-8.63459627396703,179.075792324082
9,200,-8.63546527576862,179.075569991687
9,300,-8.6362532683053,179.075283632003
9,400,-8.63709446374478,179.075188314089
9,500,-8.6383909553574,179.076149165479
9,600,-8.63777123014402,179.075410017151
9,700,-8.63929301351746,179.0764992728
9,800,-8.6402352162319,179.076113839817
9,900,-8.64098788922186,179.075672867241
10,0,-8.62867277267179,179.077939914988
10,100,-8.62838773186042,179.078828508415
10,200,-8.62736461987602,179.079131737772
11,0,-8.62416215664507,179.079586537106
11,100,-8.62488387107839,179.079853895811
11,200,-8.62575326593058,179.079558910862
11,300,-8.62645965851921,179.079317531868
19,0,-8.4422570914137,179.173145798007
19,100,-8.44186190127728,179.17268967516
19,200,-8.44110540943993,179.172186141625
19,300,-8.44037618381742,179.171655528074
19,400,-8.43974703779483,179.171007459426
19,500,-8.43922685879333,179.170269219686
19,600,-8.43864315480729,179.169576017957
19,700,-8.43796860859517,179.168964014702
19,800,-8.43767414407017,179.16827243091
20,0,-8.59688985666369,179.071199783125
21,0,-8.59757542885698,179.071466899338
21,100,-8.59813694290268,179.07127013496
23,0,-8.50961973903224,179.03901917393
23,100,-8.51082314358107,179.038807608353
23,200,-8.51127640749927,179.03856483049
23,300,-8.51192140685463,179.037959841208
23,400,-8.51241344704274,179.037217831017
24,0,-8.49022808860255,179.063296622985
24,100,-8.49122213748034,179.063356414384
24,200,-8.49169593832203,179.062650704258
24,300,-8.49183686490832,179.061643573373
24,400,-8.49184162102107,179.060744674912
24,500,-8.49169356854254,179.059681519952
24,600,-8.49101108145193,179.058824356647
25,0,-8.45968503916156,179.079966626241
25,100,-8.46016881621625,179.080786349358
25,200,-8.46058013130655,179.081632922629
25,300,-8.46147197970136,179.082209703438
25,400,-8.46250173845396,179.082351425452
25,500,-8.46346923745698,179.082302149869
25,600,-8.46438414514126,179.081943896499
25,700,-8.46525414636993,179.081530924744
25,800,-8.4663348569859,179.080592482599
27,0,-8.42988272873092,179.118580722061
27,100,-8.42929902681506,179.119539837355
27,200,-8.42916762305562,179.12043786715
27,300,-8.42909949124713,179.121336240872
27,400,-8.42918497335138,179.122244530032
27,500,-8.42919818947917,179.123143346444
31,0,-8.42898293143482,179.117813248935
31,100,-8.42868841179307,179.117112620904
31,200,-8.42847597741744,179.116276266564
31,300,-8.42811920813148,179.115384658491
32,0,-8.4356647064205,179.167135533617
32,100,-8.43531715776276,179.166234862369
32,200,-8.43477838683646,179.165587314282
