datetime,height
2023-06-14 22:46:00,-0.4742802
2023-06-14 22:47:00,-0.47004023
2023-06-14 22:48:00,-0.46576947
2023-06-14 22:49:00,-0.46146813
2023-06-14 22:50:00,-0.4571366
2023-06-14 22:51:00,-0.45277524
2023-06-14 22:52:00,-0.4483843
2023-06-14 22:53:00,-0.44396418
2023-06-14 22:54:00,-0.4395152
2023-06-14 22:55:00,-0.43503764
2023-06-14 22:56:00,-0.43053192
2023-06-14 22:57:00,-0.4259984
2023-06-14 22:58:00,-0.4214373
2023-06-14 22:59:00,-0.41684905
2023-06-14 23:00:00,-0.412234
2023-06-14 23:01:00,-0.4075925
2023-06-14 23:02:00,-0.4029249
2023-06-14 23:03:00,-0.3982315
2023-06-14 23:04:00,-0.3935127
2023-06-14 23:05:00,-0.38876888
2023-06-14 23:06:00,-0.38400036
2023-06-14 23:07:00,-0.3792075
2023-06-14 23:08:00,-0.37439063
2023-06-14 23:09:00,-0.3695502
2023-06-14 23:10:00,-0.36468655
2023-06-14 23:11:00,-0.35979998
2023-06-14 23:12:00,-0.35489094
2023-06-14 23:13:00,-0.34995973
2023-06-14 23:14:00,-0.3450068
2023-06-14 23:15:00,-0.34003243
2023-06-14 23:16:00,-0.33503705
2023-06-14 23:17:00,-0.33002102
2023-06-14 23:18:00,-0.3249847
2023-06-14 23:19:00,-0.31992853
2023-06-14 23:20:00,-0.31485283
2023-06-14 23:21:00,-0.309758
2023-06-14 23:22:00,-0.3046444
2023-06-14 23:23:00,-0.29951248
2023-06-14 23:24:00,-0.29436252
2023-06-14 23:25:00,-0.289195
2023-06-14 23:26:00,-0.2840103
2023-06-14 23:27:00,-0.2788087
2023-06-14 23:28:00,-0.27359074
2023-06-14 23:29:00,-0.2683567
2023-06-14 23:30:00,-0.26310703
2023-06-14 23:31:00,-0.2578421
2023-06-14 23:32:00,-0.25256228
2023-06-14 23:33:00,-0.24726802
2023-06-14 23:34:00,-0.24195969
2023-06-14 23:35:00,-0.23663765
2023-06-14 23:36:00,-0.23130235
2023-06-14 23:37:00,-0.22595415
2023-06-14 23:38:00,-0.2205935
2023-06-14 23:39:00,-0.21522072
2023-06-14 23:40:00,-0.20983627
2023-06-14 23:41:00,-0.20444055
2023-06-14 23:42:00,-0.19903395
2023-06-14 23:43:00,-0.19361687
2023-06-14 23:44:00,-0.1881897
2023-06-14 23:45:00,-0.18275288
2023-06-14 23:46:00,-0.17730677
2023-06-14 23:47:00,-0.17185181
2023-06-14 23:48:00,-0.16638839
2023-06-14 23:49:00,-0.16091692
2023-06-14 23:50:00,-0.15543781
2023-06-14 23:51:00,-0.14995147
2023-06-14 23:52:00,-0.1444583
2023-06-14 23:53:00,-0.13895871
2023-06-14 23:54:00,-0.1334531
2023-06-14 23:55:00,-0.12794189
2023-06-14 23:56:00,-0.1224255
